 TIME                    	time                     	freq                     	Toa                      	Tr                       	RHr                      	Ts-exp                   	Ts-sim                   	RHs-exp                  	RHs-sim                  	Pel-exp                  	Pel-sim                  	Qc-exp                   	Qc-sim                   	Qcs-exp                  	Qcs-sim                  	Qcl-exp                  	Qcl-sim                  	
  +2.5666666666666669E+00	  +9.2400000000000000E+03	  +5.2165999999999997E+01	  +4.2515000000000001E+01	  +2.6062000000000001E+01	  +5.1427999999999997E+01	  +1.4173999999999999E+01	  +1.3716326964621256E+01	  +6.3506999999999998E+01	  +7.2215658197687617E+01	  +8.7044027777777777E-01	  +8.6141281086516286E-01	  +3.7359772222222221E+00	  +3.5338175546924422E+00	  +1.9194038888888889E+00	  +1.9952100036472316E+00	  +1.8165736111111110E+00	  +1.5386075510452106E+00	
  +2.5833333333333335E+00	  +9.3000000000000000E+03	  +5.2987000000000002E+01	  +4.2536999999999999E+01	  +2.6018000000000001E+01	  +3.5783000000000001E+01	  +1.4244000000000000E+01	  +1.1435907707309871E+01	  +4.0612000000000002E+01	  +6.6225110839390325E+01	  +8.7971833333333327E-01	  +8.7943668840521316E-01	  +3.7465705555555555E+00	  +3.5845200039875347E+00	  +2.1642163888888888E+00	  +2.6869536926082698E+00	  +1.5823541666666667E+00	  +8.9756631137926468E-01	
  +2.6000000000000001E+00	  +9.3600000000000000E+03	  +5.2396000000000001E+01	  +4.2383000000000003E+01	  +2.6026000000000000E+01	  +3.8164999999999999E+01	  +1.4039000000000000E+01	  +1.5954675160738882E+01	  +7.1075000000000003E+01	  +5.7475935550584865E+01	  +8.7367166666666662E-01	  +8.6627836703438610E-01	  +3.6605699999999999E+00	  +3.5527936162231479E+00	  +3.0682094444444443E+00	  +2.5742342377074521E+00	  +5.9236027777777778E-01	  +9.7855937851569608E-01	
  +2.6166666666666667E+00	  +9.4200000000000000E+03	  +5.1289999999999999E+01	  +4.2357999999999997E+01	  +2.6094999999999999E+01	  +4.9552999999999997E+01	  +1.4127000000000001E+01	  +1.1130539293975163E+01	  +4.5262999999999998E+01	  +7.6421606845196351E+01	  +8.7790194444444447E-01	  +8.4204823660150341E-01	  +3.6833274999999999E+00	  +3.4849802140231136E+00	  +1.6338991666666667E+00	  +2.0490545029979819E+00	  +2.0494283333333332E+00	  +1.4359257110251320E+00	
  +2.6333333333333333E+00	  +9.4800000000000000E+03	  +5.4417999999999999E+01	  +4.2023000000000003E+01	  +2.5861000000000001E+01	  +4.1859000000000002E+01	  +1.3987000000000000E+01	  +1.4866047023779027E+01	  +7.1060000000000002E+01	  +6.3473582009140159E+01	  +8.7407888888888896E-01	  +9.1029740609062670E-01	  +3.6821011111111113E+00	  +3.6960019552791414E+00	  +2.7317727777777776E+00	  +2.5269917961808761E+00	  +9.5032833333333322E-01	  +1.1690101590982653E+00	
  +2.6499999999999999E+00	  +9.5400000000000000E+03	  +5.4055000000000000E+01	  +4.1966000000000001E+01	  +2.5966999999999999E+01	  +4.8646000000000001E+01	  +1.4032000000000000E+01	  +1.1783570703601569E+01	  +5.4069000000000003E+01	  +7.4340219702810444E+01	  +8.6610888888888893E-01	  +9.0255733426666662E-01	  +3.7292469444444447E+00	  +3.6800675567481127E+00	  +1.8477544444444445E+00	  +2.1993406786193983E+00	  +1.8814924999999998E+00	  +1.4807268781287140E+00	
  +2.6666666666666665E+00	  +9.6000000000000000E+03	  +5.2192999999999998E+01	  +4.2350000000000001E+01	  +2.5981000000000002E+01	  +5.9670999999999999E+01	  +1.4063000000000001E+01	  +1.3765002046279568E+01	  +6.1880000000000003E+01	  +6.9278211476635704E+01	  +8.7538694444444443E-01	  +8.6158768466666658E-01	  +3.7168044444444441E+00	  +3.5458829286682825E+00	  +1.5818116666666666E+00	  +1.6227290317883989E+00	  +2.1349927777777777E+00	  +1.9231538968798836E+00	
  +2.6833333333333331E+00	  +9.6600000000000000E+03	  +5.1960000000000001E+01	  +4.2622000000000000E+01	  +2.5972000000000001E+01	  +6.2356000000000002E+01	  +1.4125000000000000E+01	  +1.4435459444317917E+01	  +6.3241000000000000E+01	  +6.7020589415193527E+01	  +8.8173972222222219E-01	  +8.5660274324210517E-01	  +3.7357702777777777E+00	  +3.5197779927985873E+00	  +1.5287249999999999E+00	  +1.4896182886565805E+00	  +2.2070452777777780E+00	  +2.0301597041420067E+00	
  +2.7000000000000002E+00	  +9.7200000000000000E+03	  +5.2317999999999998E+01	  +4.2093000000000004E+01	  +2.5954000000000001E+01	  +6.2503999999999998E+01	  +1.4074999999999999E+01	  +1.2312569243013607E+01	  +4.3691000000000003E+01	  +6.3864396029961277E+01	  +8.7045194444444440E-01	  +8.6405529768380940E-01	  +3.7468102777777776E+00	  +3.5677487602816380E+00	  +1.3056219444444443E+00	  +1.5026150041674107E+00	  +2.4411883333333333E+00	  +2.0651337561142276E+00	
  +2.7166666666666668E+00	  +9.7800000000000000E+03	  +5.2947000000000003E+01	  +4.2338000000000001E+01	  +2.5931000000000001E+01	  +5.7152999999999999E+01	  +1.3955000000000000E+01	  +1.4453008079647729E+01	  +7.1075000000000003E+01	  +7.0393130107649000E+01	  +8.6540444444444453E-01	  +8.7810722719458667E-01	  +3.7376869444444445E+00	  +3.5907998171458342E+00	  +1.8351597222222222E+00	  +1.7587965701030868E+00	  +1.9025269444444444E+00	  +1.8320032470427476E+00	
  +2.7333333333333334E+00	  +9.8400000000000000E+03	  +5.3423000000000002E+01	  +4.2185000000000002E+01	  +2.5957000000000001E+01	  +4.4840000000000003E+01	  +1.3869999999999999E+01	  +9.4654164270762831E+00	  +3.9079000000000001E+01	  +7.8485599557869904E+01	  +8.7588944444444450E-01	  +8.8864632842456182E-01	  +3.6930363888888889E+00	  +3.6270173064221671E+00	  +1.7103694444444444E+00	  +2.3413005667932119E+00	  +1.9826669444444442E+00	  +1.2857167396289557E+00	
  +2.7500000000000000E+00	  +9.9000000000000000E+03	  +5.2301000000000002E+01	  +4.2277999999999999E+01	  +2.6001999999999999E+01	  +5.9868000000000002E+01	  +1.3957000000000001E+01	  +1.4653625100416766E+01	  +7.1051000000000002E+01	  +6.9362034929251422E+01	  +9.0039055555555558E-01	  +8.6400824617102745E-01	  +3.7190669444444442E+00	  +3.5574184074136346E+00	  +1.7191827777777777E+00	  +1.6197554534455940E+00	  +1.9998841666666665E+00	  +1.9376629539680408E+00	
  +2.7666666666666666E+00	  +9.9600000000000000E+03	  +5.3341000000000001E+01	  +4.2017000000000003E+01	  +2.6003000000000000E+01	  +6.1337000000000003E+01	  +1.3917999999999999E+01	  +1.1426910714176444E+01	  +4.3570999999999998E+01	  +6.4924596350671820E+01	  +8.6126944444444453E-01	  +8.8688244639508773E-01	  +3.6873400000000003E+00	  +3.6381697757306664E+00	  +1.3142672222222223E+00	  +1.5881995793438342E+00	  +2.3730727777777778E+00	  +2.0499701963868322E+00	
  +2.7833333333333332E+00	  +1.0020000000000000E+04	  +5.3317999999999998E+01	  +4.1981999999999999E+01	  +2.5960000000000001E+01	  +4.4475000000000001E+01	  +1.3885000000000000E+01	  +1.4192537139504243E+01	  +6.8998000000000005E+01	  +6.7367397508322142E+01	  +8.7337138888888899E-01	  +8.8618701872280714E-01	  +3.6845886111111112E+00	  +3.6298508610643188E+00	  +2.4225980555555555E+00	  +2.3600402862923744E+00	  +1.2619905555555555E+00	  +1.2698105747719446E+00	
  +2.7999999999999998E+00	  +1.0080000000000000E+04	  +5.3692999999999998E+01	  +4.2389000000000003E+01	  +2.5925999999999998E+01	  +5.0411999999999999E+01	  +1.3997999999999999E+01	  +1.3147892689370209E+01	  +6.3558999999999997E+01	  +7.2031771423016494E+01	  +8.6953666666666662E-01	  +8.9467041700270666E-01	  +3.6901152777777781E+00	  +3.6342633527357027E+00	  +1.9489011111111110E+00	  +2.0888571156479192E+00	  +1.7412141666666667E+00	  +1.5454062370877828E+00	
  +2.8166666666666669E+00	  +1.0140000000000000E+04	  +5.2886000000000003E+01	  +4.2692999999999998E+01	  +2.5974000000000000E+01	  +5.6759999999999998E+01	  +1.4029000000000000E+01	  +1.3400605492312193E+01	  +6.2206000000000003E+01	  +7.1349645758448517E+01	  +8.8406111111111108E-01	  +8.7716292170947363E-01	  +3.7115102777777778E+00	  +3.5709235419953265E+00	  +1.6793141666666667E+00	  +1.7692662978300693E+00	  +2.0321961111111113E+00	  +1.8016572441652574E+00	
  +2.8333333333333335E+00	  +1.0200000000000000E+04	  +5.2231000000000002E+01	  +4.2825000000000003E+01	  +2.5931000000000001E+01	  +6.2277999999999999E+01	  +1.4096000000000000E+01	  +1.4907370675350252E+01	  +6.9090999999999994E+01	  +6.7276052566192561E+01	  +8.8557111111111109E-01	  +8.6262150890476175E-01	  +3.7058069444444448E+00	  +3.5251382050744380E+00	  +1.6038477777777778E+00	  +1.4938766523904949E+00	  +2.1019594444444443E+00	  +2.0312615526839433E+00	
  +2.8500000000000001E+00	  +1.0260000000000000E+04	  +5.5445000000000000E+01	  +4.3088999999999999E+01	  +2.6029000000000000E+01	  +6.2289000000000001E+01	  +1.4257000000000000E+01	  +1.1268697537502975E+01	  +4.0231999999999999E+01	  +6.2491324705941729E+01	  +8.9071138888888890E-01	  +9.3413302720250635E-01	  +3.7102386111111114E+00	  +3.7193024371652417E+00	  +1.2557136111111111E+00	  +1.5774032346075724E+00	  +2.4545250000000003E+00	  +2.1418992025576693E+00	
  +2.8666666666666667E+00	  +1.0320000000000000E+04	  +5.3383000000000003E+01	  +4.3110999999999997E+01	  +2.5969999999999999E+01	  +6.3540999999999997E+01	  +1.4170999999999999E+01	  +1.4853359541836218E+01	  +7.1072999999999993E+01	  +6.6078044044152165E+01	  +8.8738194444444440E-01	  +8.8843688486315819E-01	  +3.6182366666666668E+00	  +3.5863181241505813E+00	  +1.5540433333333332E+00	  +1.4632079815283578E+00	  +2.0641933333333333E+00	  +2.1231101426222234E+00	
  +2.8833333333333333E+00	  +1.0380000000000000E+04	  +5.2912999999999997E+01	  +4.2454999999999998E+01	  +2.5878000000000000E+01	  +5.9783000000000001E+01	  +1.3991000000000000E+01	  +1.1600197345409155E+01	  +4.6031999999999996E+01	  +6.7122251503784483E+01	  +8.7468222222222225E-01	  +8.7725714083909778E-01	  +3.6406419444444444E+00	  +3.5825250578520431E+00	  +1.3547266666666666E+00	  +1.6301775567206576E+00	  +2.2859155555555555E+00	  +1.9523475011313853E+00	
  +2.8999999999999999E+00	  +1.0440000000000000E+04	  +5.3918999999999997E+01	  +4.2106999999999999E+01	  +2.5931999999999999E+01	  +5.1896000000000001E+01	  +1.3901000000000000E+01	  +1.3706617437595591E+01	  +7.1081000000000003E+01	  +7.1522250550216285E+01	  +8.7065111111111115E-01	  +8.9951037147428548E-01	  +3.6196513888888893E+00	  +3.6632939555775699E+00	  +2.0072466666666666E+00	  +2.0388479421120760E+00	  +1.6124050000000001E+00	  +1.6244460134654939E+00	
  +2.9166666666666665E+00	  +1.0500000000000000E+04	  +5.3472999999999999E+01	  +4.2713999999999999E+01	  +2.5986000000000001E+01	  +6.0106999999999999E+01	  +1.4052000000000000E+01	  +1.3718125789529340E+01	  +6.3634000000000000E+01	  +6.8870338780899019E+01	  +8.8738777777777778E-01	  +8.9020699505684209E-01	  +3.7000727777777778E+00	  +3.6103467856917186E+00	  +1.5867875000000000E+00	  +1.6317396994942432E+00	  +2.1132852777777780E+00	  +1.9786070861974754E+00	
  +2.9333333333333331E+00	  +1.0560000000000000E+04	  +5.3545999999999999E+01	  +4.2904000000000003E+01	  +2.5986000000000001E+01	  +6.0575000000000003E+01	  +1.4114000000000001E+01	  +1.1228577219121870E+01	  +3.9167000000000002E+01	  +6.5931799140327144E+01	  +8.8668027777777780E-01	  +8.9194697546105239E-01	  +3.7203247222222222E+00	  +3.6058241531299298E+00	  +1.2901013888888888E+00	  +1.6078313282298273E+00	  +2.4302233333333332E+00	  +1.9979928249001024E+00	
  +2.9500000000000002E+00	  +1.0620000000000000E+04	  +5.1780999999999999E+01	  +4.2929000000000002E+01	  +2.6058000000000000E+01	  +5.5390999999999998E+01	  +1.4162000000000001E+01	  +1.4724848612678889E+01	  +7.1078999999999994E+01	  +7.1263762871347467E+01	  +8.8404666666666676E-01	  +8.5317320262075191E-01	  +3.7009394444444443E+00	  +3.4905728556625299E+00	  +1.8857113888888888E+00	  +1.7968322597087667E+00	  +1.8152280555555556E+00	  +1.6937405959537635E+00	
  +2.9666666666666668E+00	  +1.0680000000000000E+04	  +5.3347000000000001E+01	  +4.2963999999999999E+01	  +2.6059999999999999E+01	  +4.5338000000000001E+01	  +1.4190000000000000E+01	  +1.1258796687562700E+01	  +4.7018999999999998E+01	  +7.5171538238214509E+01	  +8.9121638888888888E-01	  +8.8779664630375943E-01	  +3.7271966666666665E+00	  +3.5887682484651418E+00	  +1.8392769444444443E+00	  +2.2993707175467635E+00	  +1.8879197222222224E+00	  +1.2893975309183783E+00	
  +2.9833333333333334E+00	  +1.0740000000000000E+04	  +5.4216999999999999E+01	  +4.2436999999999998E+01	  +2.5948000000000000E+01	  +3.9037999999999997E+01	  +1.4064000000000000E+01	  +1.3644894307268149E+01	  +6.2104999999999997E+01	  +6.3792436854952207E+01	  +8.6610888888888893E-01	  +9.0638833617964909E-01	  +3.5815702777777778E+00	  +3.6667981590288941E+00	  +2.5316458333333332E+00	  +2.6202355906350849E+00	  +1.0499247222222221E+00	  +1.0465625683938091E+00	
  +3.0000000000000000E+00	  +1.0800000000000000E+04	  +5.3930999999999997E+01	  +4.2695999999999998E+01	  +2.6012000000000000E+01	  +6.2225000000000001E+01	  +1.4002000000000001E+01	  +1.3735083029893339E+01	  +6.3447000000000003E+01	  +6.6651519007796367E+01	  +8.8829444444444450E-01	  +9.0040672983578951E-01	  +3.6831066666666663E+00	  +3.6427639729536936E+00	  +1.5148622222222221E+00	  +1.5486188186986716E+00	  +2.1682444444444444E+00	  +2.0941451542550222E+00	
